"hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","type","likesCount","timestamp","caption","locationId","locationName"
,,,,,,,,,,,,,,,,,,,,"Video","22247","2024-08-01T13:27:25.000Z","Call Recording Finally on an iPhone 📲 😍

Share this with your friend who’s been eagerly waiting for the call recording feature on the iPhone!

You can now finally record calls on your iPhone. No app, no outside device needed, directly on iOS. 

Not only can you record calls, but you can also transcribe the entire call to text and thanks to Apple Intelligence, even get a summary of the call in text.

This new update is being rolled out to all iPhones with iOS 18.1 and onwards. 

Watch the reel, and I will tell you everything about it.

Is this the most exciting thing to happen on your iPhone in years? Tell me in the comments and follow me Rajiv Makhni, for all Tech, no BS!

[Rajiv Makhni, GadgetGuru, CellGuru, iPhone, Call Recording, Apple Intelligence, iOS, iPhone tricks, iPhone tips, iPhone features]",,
"RajivMakhni","CellGuru","GadgetGuru","Tech","Realme","Realme13Pro+","AI","Technology",,,,,,,,,,,,,"Video","5506","2024-07-23T13:27:13.000Z","Make Old Blurry Photos Look Sharp & New

This phone makes your 15 year old photos look like new!

Realme 13Pro+ with Industry’s first Sony LYT-701 camera lens has some serious AI. 

Share this with that friend who always clicks blurry photos! 

The new Realme13Pro+ is about to launch soon and is said to have the best camera in its segment. 

But, there is one AI feature inside that is a game changer. It takes your old photos and make them sharp and crystal clear, as if they were taken today! 

Watch the full reel to find out all about it. 

Also, let me know if you would like me to compare the all new Realme13 Pro+ to a DSLR or a Flagship cameraphone in my full review. Let me know in the comments. 

Follow me, Rajiv Makhni, for all Tech, no BS! 

#RajivMakhni #CellGuru #GadgetGuru #Tech #Realme #Realme13Pro+ #AI #Technology",,
,,,,,,,,,,,,,,,,,,,,"Video","17666","2024-07-30T07:41:01.000Z","Can this phone camera beat a Sony DSLR?! 🤔

The realme 13 Pro+ with AI clarity, starting at Rs 29,999 NEP, takes on a Sony DSLR in this face off! 

Share this with anyone who wants a great camera phone and doesn’t want the bulk, complexity or cost of a DSLR camera. 

I tested the realme 13 Pro+ against a proper DSLR Camera. 

Clicked photos from both cameras and compared them to see which one’s better in an ultimate blind test!

I’m going to show you pictures by labelling them as Device A and Device B. 

Can you tell me which pictures are from a phone and which ones are from the DSLR? 

Which one do you think was better? Tell me in the comments and follow me, Rajiv Makhni, for All Tech, no BS!

[realme, realme 13 Pro+, best camera, best camera phone, best camera smartphone, mobile reviews, smartphone reviews, photography, photographers, photography lovers, camera lovers, DSLR, tech, technology, Rajiv Makhni, Cell Guru, Gadget Guru]",,
,,,,,,,,,,,,,,,,,,,,"Video","69394","2024-07-28T04:27:18.000Z","Do not buy iPhone 15! 🤯🤔

iPhone 15 is not the iPhone you should buy right now. 

Share this with anyone looking to buy an iPhone right now! 

The iPhone 16 is just around the corner. And that gives you a chance to be a super smart buyer that uses his brains instead of his deep pockets. 

The smartest buying strategy can save you upto 60%. 

Watch the full reel to find out how. 

Using this super strategy, which iPhone are you buying this time? 13? 14? 15? Or 16? Tell me in the comments. 

And follow me Rajiv Makhni, for all Tech, no BS!

[iPhone 13, iPhone 14, iPhone 15, iPhone 16, Apple iPhone, Tech, Technology, iPhone Offer, iPhone Discount, Smart Buy, Cheaper iPhone, Rajiv Makhni, Cell Guru, Gadget Guru]",,
"RajivMakhni","GadgetGuru","CellGuru","BSNL","Airtel","Jio","Vodafone","4G","5G",,,,,,,,,,,,"Video","5559","2024-07-19T04:27:27.000Z","Get mobile recharge at 50% off! 🤑

₹1999 mobile recharge for the entire year!

Share this with the friend who is tight on budget.

Airtel, Jio and Vodafone have recently hiked their recharge plan prices.

But BSNL has re-entered the market with a bang with plans starting at ₹1999/year. 

You can even get free home delivery if you are in Gurgaon, Ghaziabad or Kerala. 

But how do you sign up for BSNL and what other plans are they offering?

Watch the full reel to find out.

Are you switching to BSNL? Tell me in the comments below!

And follow me, Rajiv Makhni, for all Tech, no BS!

#RajivMakhni #GadgetGuru #CellGuru #BSNL #Airtel #Jio #Vodafone #4G #5G",,
,,,,,,,,,,,,,,,,,,,,"Video","2533","2024-07-27T04:31:00.000Z","World’s most advanced head massager😍💆🏻‍♂️

This head massager massages your head, neck, and eyes! 

Share this with that friend who’s always stressed! Or loves head massages. 

I tested a head massager that massages not just your head but also your eyes and neck! 

It can massage using vibrations, pressure, and even warm compress at 42 degrees, anytime, anywhere! 

What else can it do? Watch the full reel to find out. 

So, are you cancelling your neighbourhood malish wallah appointment? 

Tell me in the comments and follow me Rajiv Makhni, 
For all Tech, no BS!

[best massager, massage, head massager, eye massager, neck massager, neck pain, eye stress, headache, tech, technology, best gadgets, best tech, cool tech, new gadgets, Rajiv Makhni, Cell Guru, Gadget Guru]",,
"RajivMakhni","CellGuru","GadgetGuru","Technology","Microsoft","Crash",,,,,,,,,,,,,,,"Video","7472","2024-07-20T15:29:15.000Z","World’s biggest tech crash📉Bigger one coming? 😳

On Friday, July 19th, thousands of flights were delayed or cancelled, stock markets were frozen, hospitals had to postpone surgeries, and banks were shut down.

This event marked the biggest tech disaster in recent history.

Why did it happen?

CrowdStrike claims a ‘software update’ caused the chaos. Most experts say that  it doesn’t seem to be true and that this seems to be a huge hacker attack. 

Yet many also think that this is just a preview to a bigger hack and attack. 

What exactly happened and what can we expect next? Watch the reel to find out!

Are we too reliant on tech? Can you imagine a world of AI, robots, and self-driving cars when tech crashes like this again? Tell me in the comments!

And follow me, Rajiv Makhni – All Tech, No BS!

#RajivMakhni #CellGuru #GadgetGuru #Technology #Microsoft #Crash",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","Technology","DiscoverJoy","MobileAccessories","AmazonPrimeDay","Gadgets","PrimeDay",,,,,,,,,,,"Video","7286","2024-07-20T11:02:02.000Z","Best Mobile Accessories at 50% to 80% off 

Share this with anyone looking to buy TWS buds, chargers or screen guards! 

Amazon Prime Day is live and I have curated a list of the best smartphone accessories that you must check out! 

Incredible products, incredible discounts and incredible value on products like power banks, car chargers, screen guards and even TWS buds! 

Watch the full reel to know all the best deals. 

Put your prime day pick in the comments and follow me Rajiv Makhni, for all Tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Tech #Technology #DiscoverJoy #MobileAccessories #AmazonPrimeDay #Gadgets #PrimeDay",,
"RajivMakhni","GadgetGuru","CellGuru","Simcard","trending",,,,,,,,,,,,,,,,"Video","23506","2024-07-21T04:28:29.000Z","3 years jail for multiple SIM cards! 🚨

Share this with everyone you know and care for! 

According to the New Telecommunications Act 2023, If you own multiple SIM cards, then you could be heavily fined or even be put behind the bars. 

But how can you check how many sim cards are registered under your name?

Watch the full reel to find out.

How many SIM cards do you knowingly own? Comment below!

And follow me, Rajiv Makhni, for All Tech, No BS

#RajivMakhni #GadgetGuru #CellGuru #Simcard #trending",,
"Ad","RajivMakhni","GadgetGuru","CellGuru","Tech","Samsung","GalaxyAI","Students","Education","Smartphones","SamsungStudentPlus",,,,,,,,,,"Video","53191","2024-07-19T13:35:07.000Z","If you’re a student, DO NOT skip this!

Share this with all school and college students you know! 

#Ad

If you’re a student and not using the Samsung Student+ Program, then you’re missing out on the best deals in Tech and Gadgets. 

Samsung’s Student+ program is giving amazing discounts on all Galaxy AI products! And you only get these if you’re a student. 

All you need is your official student/college Email ID and you can avail massive discounts and benefits including welcome voucher upto Rs 2500, big discounts and ADLD insurance at incredible prices! 

Watch the full reel to find out how! 

What Galaxy AI device are you buying first? Tell me in the comments and follow me, Rajiv Makhni, for all Tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Tech #Samsung #GalaxyAI #Students #Education #Smartphones #SamsungStudentPlus",,
,,,,,,,,,,,,,,,,,,,,"Video","16550","2024-07-26T04:27:18.000Z","3 Shocking Petrol Pump Scams! 😱🚨 

Don’t fill fuel before watching this video.

Share this with everyone who gets petrol or diesel filled. 

3 very common petrol pumps scam that are being reported from all over. 

But you can easily avoid it by following the simple steps given in this video.

Comment if this has ever happened to you, and follow me, Rajiv Makhni, All Tech, No BS!

[petrol pump scams, petrol scams, petrol scams in India, fuel scams, scam alert, petrol, diesel, scams in India, scams, diesel scams, fuel, Rajiv Makhni, cell guru, gadget guru, all tech no bs, technology, tech,]",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","Technology","ACwO","Charging","Android","iPhone","Wireless","Powerbank",,,,,,,,,,"Video","8283","2024-07-24T12:42:46.000Z","Wireless Power Bank Charges 4 Phones At Once! 

Share this with that friend who’s always low on battery and budget. 

This ACwO MagSafe power bank is super sleek, super stylish, and it has magsafe charging, meaning you can stick your iPhone on it and charge it with the official MagSafe animation! 

Moreover, this also has wired charging with built-in cables and plugs. 

Watch the full reel to know what more can this incredible power bank do. 

Put your thoughts down in the comments and follow me Rajiv Makhni, for all Tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Tech #Technology #ACwO #Charging #Android #iPhone #Wireless #Powerbank",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","FlipkartGoatSale","G.O.A.T","Goat","GreatestOfAllTime",,,,,,,,,,,,,"Video","5857","2024-07-18T07:50:28.000Z","Best Deals on Tech Gadgets on Flipkart GOAT Sale! 

Share this with all your friends so they don’t miss out!

Flipkart’s Greatest of All Time Sale is going live on 20th July and it has the CRAZIEST deals.

From Apple iPhone 15 to Samsung Galaxy S23 to Laptops, Tablets, Smartwatches, Ac’s, TV’s and more.

But, at what prices and how much discounts do you get? Watch the full reel to find out!

What are you going to buy first? Tell me in the comments.

And follow me, Rajiv Makhni, All Tech, Crazy Deals, No BS! 

#RajivMakhni #GadgetGuru #CellGuru #Tech #FlipkartGoatSale #G.O.A.T #Goat #GreatestOfAllTime",,
